title,video_id,published_at,views,likes,comments,thumbnails,duration_sec,status,description
10 REASONS - How Trump Won & Why Liberals Need To Accept Their Serious Mistakes | Akash Banerjee,a-3dWZBU_oI,2024-11-07T16:29:06Z,1526772,42708,5275,https://i.ytimg.com/vi/a-3dWZBU_oI/default.jpg,1210,#video,"Was it JUST race or gender that cost Kamla Harris the 2024 US Presidential Elections?? Is the explanation so simple for a Trump victory....Or the problem is much deeper?? 
Why did the Democratic party fail so bad and how the fall of the Left-Liberal Parties is a global phenomenon now. Why the American Elections need to studied by progressives all over the world - here are 10 reasons what the Left keeps getting it wrong in elections. If there is no introspection - then they will be doomed to keep losing to the right.

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Thumbnail : Ritam
Editor : Ritam, Mehul
Producer : Akshit and Hrutik

#uselectionresults #elections2024 #donaldtrump"
Achhe Din For India’s Super Rich…What about you? #indianeconomy #narendramodi #richestindians,GtpJC_cKzkY,2024-11-05T16:38:13Z,241314,13184,497,https://i.ytimg.com/vi/GtpJC_cKzkY/default.jpg,57,#shorts,"Top 100 Richest Indians are now worth more than a TRILLION DOLLARS (india's GDP is 4 Trillion BTW) - India's Richest Have Doubled their wealth in the last five years - how much has your wealth increased by??? 

#wealthinequality #percapitaincome #indianeconomy"
The Khalistan Movement & Why Its Seeing A Revival In Canada | Akash Banerjee & Adwaith,tXyDocAG2ro,2024-11-04T16:15:03Z,1366989,31034,6614,https://i.ytimg.com/vi/tXyDocAG2ro/default.jpg,1540,#video,"It's an issue that evokes strong passions - yet Khalistan was a topic that was almost relegated to the history books ... but over the last few years the demand for Khalistan has gained traction - especially in the diaspora. 

Why is the pull for Khalistan so strong in many? Can India be subjected to the same level of violence that we saw in the 1980's? How has this movement spread to Canada and where does the Govt of India go from here? 

In special Deshbhakt Deep-dive tracks the history - the spread - near death and the resurrection of this movement in a foreign land....

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Writer: Adwaith
Thumbnail : Ritam
Editor : Ritam, Mehul
Producer : Akshit

#khalistan #khalistanincanada #indiacanada"
Why Are India's Neighbours Turning Into Enemies? | Do We Have Any Friends Left? | Akash Banerjee,cdREFQnl-T4,2024-10-31T10:33:41Z,1505644,38100,10855,https://i.ytimg.com/vi/cdREFQnl-T4/default.jpg,1363,#video,"Checkout Odoo and simplify all your business processes - https://www.odoo.com/r/cyd

What's going on in India's neighbourhood? Why are India's neighbours turning against us?
Is there an easy diplomatic solution? - even Foreign Minister Jaishankar (who always has a reply) says that it is tough.
But for India to become a 'vishvaguru' - to become a voice of the 'global south' - we much sort out our differences in the neighbourhood!! But who is our friend in our neighbours? What are the reasons behind rising anti-India sentiments in the region??? What can India to do to solve this???  

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Thumbnail : Ritam
Editor : Ritam
Producer : Akshit

#indiaforeignpolicy #narendramodi #foreignrelations"
End Of American Dadagiri & Dollar Domination? | BRICS To Create A Multipolar World? | Akash Banerjee,Hk4vUAkgS2A,2024-10-29T17:09:09Z,1718256,41713,3270,https://i.ytimg.com/vi/Hk4vUAkgS2A/default.jpg,1248,#video,"The success of BRICS Summit 2024 is being seen as a clear indication that the world order is desperately seeking a change - many have had enough with US political hegemony and abuse of Dollar domination in the global economy. 
BRICS seems to have sown the seeds of a counterbalance to US and G7 domination - already the western plan to isolate Russian President Putin seems to have fail miserably with most of the developing economies coming together in Kazan, Russia - to show their power.

But can the world become multipolar ??? Can the absolute domination of the dollar challenged ??? Can SWIFT be replaced with something else??? We find out. 

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Thumbnail : Ritam
Editor : Ritam and Mehul
Producer : Akshit

#bricssummit #brics #multipolarworld"
Why Is Nirmala Sitaraman Always So Angry? | India’s Middle Class Shrinking? | Akash Banerjee & Rishi,O3iRaC4nhR4,2024-10-26T15:27:01Z,1815186,63945,6699,https://i.ytimg.com/vi/O3iRaC4nhR4/default.jpg,1086,#video,"As the Finance Minister of the fastest growing major economy in the world - Nirmala Sitaraman surely does not look the part. Always combative, always angry, always upset with questions.
Why is this? Arrogance or simply the understanding that all may not be well with the economy?

Does our economy have a deeper rot, that has not been addressed for the longest time?
Here's why Nirmala Tai might really be angry.....

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Thumbnail : Ritam
Editor : Ritam and Mehul
Producer : Akshit, Hrutik

#nirmalasitharaman #stockmarketindia #indianeconomy"
Reality Of 'Digital Arrest' | How To Protect Yourself From Online Fraud | Akash Banerjee & Rishi,PhP5dF4M-HE,2024-10-22T17:01:27Z,1284553,43095,2726,https://i.ytimg.com/vi/PhP5dF4M-HE/default.jpg,1320,#video,"India's Digital Revolution has made lives easier - for us and for criminals too.
Online scams and digital frauds are at an all-time high, with lakhs and crores of rupees lost by Indian citizens. Some even taking their lives.

For this episode - team deshbhakt spent a lot of time scanning the web to spot the most common types of frauds happening in our digital space. We’ll look at how these scammers operate, the steps the government is taking to address this issue and what we as citizens can do to protect ourselves.

This episode is copyright free - so share / download / circulate as us wish - but do let your loved ones know how common this has become and that anyone could be next.

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Thumbnail : Ritam
Editor : Ritam and Mehul
Producer : Akshit, Hrutik

#digitalarrest #onlinefraud #onlinesafety"
Lawrence Bishnoi Creating Image Of 'Hindu Don' To Become Criminal No.1?? | Akash Banerjee & Rishi,s3D4e6vWKyk,2024-10-19T17:21:07Z,5457597,144976,29489,https://i.ytimg.com/vi/s3D4e6vWKyk/default.jpg,1255,#video,"Sources in the NIA say that Lawrence Bishnoi identifies himself as a 'Hindu Don' — a warrior for the 'Hindu cause' .... does he do out religious belief or cold political / gang calculations. Who's helping Lawrence shape his image as a religious warrior.... and who are the social media accounts accepting the same? 

Bishnoi allegedly told the police that he wants to become ""the Number 1 criminal in the country""...that may be happening as we speak - all of last week - Lawrence Bishnoi grabbed national/International headlines and also garnering a lot of 'fan following' in India. 

How does a gangster - who's spent a decade behind bars - become the Don of New India??? How does he keep in touch and instruct his 700 odd shooters all over the world ?? How much protection is Lawrence getting and who's dirty work is he doing???
 
The rise of Lawrence Bishnoi and his popularity is also the story of India and how we choose our icons - what we see as good or bad. Who's next of Bishnoi's hit-list??? 

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Thumbnail : Ritam
Editor : Ritam and Mehul
Producer : Akshit, Hrutik

#lawrencebishnoi #salmankhan #hindudon"
How Bhavish Aggarwal Set Ola On Fire | Can He Still Hit The Brakes In Time? | Akash Banerjee & Mohit,azHNuTx5Bt0,2024-10-17T18:07:37Z,2538271,63353,4872,https://i.ytimg.com/vi/azHNuTx5Bt0/default.jpg,1223,#video,"Did a spat between Ola's Bhavish Aggarwal & Comedian Kunal Kamra - undo Ola????
Not really - the mess that Ola finds itself is of Aggarwal's own making and now after years of not listening to the warning signs ... .he's facing an uphill battle. Will OLA ever make a profit? Just how BROKEN are Ola scooters and is there still a way out???? 

If you are facing issues with your OLA Scooter - then there are multiple ways to register a complaint 
1. Website - https://consumerhelpline.gov.in/
2. Toll free number 1800-11-4000 or 1915
3. Register complaint through WhatsApp: 8800001915

(Sign up here fill the required details https://consumerhelpline.gov.in/user/signup.php
After filling the additional information Upload the Soft copy of Invoice which includes date of purchase, model number etc)

🚨Read some of the fantastic work done by folks at @themorningcontext 🚨

- How Ola Electric continues to fail its customers
https://themorningcontext.com/internet/how-ola-electric-continues-to-fail-its-customers

- Ola Electric will never show a profit. Here’s why. - https://themorningcontext.com/business/ola-electric-will-never-show-a-profit-heres-why 

- Ola Electric has a leadership problem
https://themorningcontext.com/internet/ola-electric-has-a-leadership-problem

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Thumbnail : Ritam
Editor : Ritam and Mehul
Producer : Akshit, Hrutik

#bhavishaggarwal #kunalkamra #olaelectric"
Did Trudeau Destroy India-Canada Relations? | Lawrence Bishnoi A Govt ‘Agent’!? | Akash Banerjee,wqAvmggJkWM,2024-10-15T18:13:46Z,1536594,43144,7956,https://i.ytimg.com/vi/wqAvmggJkWM/default.jpg,1282,#video,"👉 Register for 3 hour Hands on Training on AI for FREE:  https://link.growthschool.io/DBJ7
👉 100% Discount + ₹5000 BONUS for first 1500 people 
👉 Become the top 1% professional by learning AI today 
Join Exclusive WhatsApp community For Regular and important updates :- https://link.growthschool.io/DSH

WATCH - Who Killed Baba Siddique? | Lawrence Bishnoi Vs Salman Angle A Distraction? | - https://youtu.be/EtaloHG_m-Q

Relations between India and Canada have sunk to a new low - some serious allegations have been made against the Narendra Modi Govt. While the Govt of India has hit back hard - a lot of questions remain unanswered ... including the role of Lawrence Bishnoi who has been in Indian jails for a decade.

Who's speaking the truth and why would Justin Trudeau do this for domestic political gains? Why did India accept the same allegations when made by America?? 

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

#justintrudeau #narendramodi #lawrencebishnoi"
Who Killed Baba Siddique? | Lawrence Bishnoi Vs Salman Angle A Distraction? | Akash Banerjee & Rishi,EtaloHG_m-Q,2024-10-14T16:59:56Z,4911938,116457,9640,https://i.ytimg.com/vi/EtaloHG_m-Q/default.jpg,967,#video,"Could it be true that Lawrence Bishnoi targeted Baba Siddique - JUST because he was close to Salman Khan??? Could it be true that Gangster Bishnoi's only aim in life is to punish Salman Khan .... or that is just a story to expand his empire in Mumbai??? 
Siddique's brutal end - tells a story of greed and ambition - of a gangster who's just grown in statue - WHILE IN PRISON FOR A DECADE!

Its a story of the failure of the state and one that should ring alarm bells in Mumbai. 

🚨 Watch🚨 - Who Destroyed India-Canada Relations? | Lawrence Bishnoi A Govt ‘Agent’!? 
https://youtu.be/wqAvmggJkWM

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

#lawrencebishnoi #babasiddique #salmankhan"
How Omar Abdullah Led NC-Cong Alliance Won Big In J&K Elections | Akash Banerjee & Adwaith,lYWnSNsSHSM,2024-10-09T03:37:21Z,897891,25603,3861,https://i.ytimg.com/vi/lYWnSNsSHSM/default.jpg,1280,#video,"Has J&K taken a massive step towards democracy and normalcy??? In an election - that was widely believed to lead to a hung house - the people of the state have given a clear mandate to National Conference and its allies. The ploy to have a massive number of 'independents' to spoil the game - did not work. 
However now the split between Jammu and Kashmir - is even more wider - Jammu going to the BJP and Kashmir to Cong-NC. But like Haryana - Congress continues to struggle in a direct fight with the BJP - winning ONLY ONE seat in BJP dominated Jammu. 

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

#jammuandkashmir #omarabdulla #kashmir"
How BJP Stumped Congress & Won Haryana For A Record 3rd Term | Akash Banerjee & Mohit,YB2J88x0apk,2024-10-08T15:25:26Z,1156004,34045,6864,https://i.ytimg.com/vi/YB2J88x0apk/default.jpg,1185,#video,"Ever since Haryana Election results came out - Congress has been crying foul - even hinting at EVM manipulation. Elections can be more uncertain than a T20 game of cricket - that axiom was on fine display as the results of the Haryana Elections came in .... the first major polls since the 2024 Lok Sabha elections  - this was being seen as Congress's chance to cement its return and solidify its narrative....but the grand old party was in for a shocker.  

BJP swept the elections with an even better performance than last time. How did this happen? How did the BJP pull-up in the final lap?? Where did the Congress go wrong (again)....and what does it mean for the elections that are coming up??? Can the Congress hide behind 'EVM Manipulation' - every time it loses - or will it have to do some more serious introspection???  

We find out! 

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

#haryanaelection #bjpvscongress #haryananews"
EXPLAINED - Can Israel Hope To Win This? | One Year Since Oct. 7th Hamas Attack | Akash Banerjee,-KO6tcWLq3E,2024-10-07T17:29:03Z,1464499,50464,12588,https://i.ytimg.com/vi/-KO6tcWLq3E/default.jpg,1919,#video,"A full year since Israel was brutally attacked by the pro-Palestinian Hamas group. 
Since October 7, 2023 - the escalation of the Israel-Palestine conflict has been a burning topic with the Middle East now on the verge of a an all-out regional war. Everyone from Israel to Iran and Lebanon is embroiled in this conflict. 

What has really changed since the Hamas attack? Israel is winning on the battlefield - but who'll win the war??? In this Mini-Documentary - we’ve taken a deep dive into the history of the conflict between Israel and Palestine - the consequences of revenge and war. What led Hamas to carry out such a large-scale terror attack? How has the Gaza Strip been suffering since the attack? And will this war ever stop? Let’s find out…

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Thumbnail : Ritam
Editor : Ritam and Mehul
Producer : Akshit, Hrutik

#israelconflict #iranisraelwar #worldwar3"
Iran Vs Israel Face-off | Heading For World War 3 Or Another Long Stalemate? | Akash Banerjee,CawT6TGAvjc,2024-10-04T15:53:03Z,3759821,84288,8673,https://i.ytimg.com/vi/CawT6TGAvjc/default.jpg,1473,#video,"Is the world heading towards World War 3 - as the news channels are suggesting?? 
Or are we setting up for another long and bloody stalemate in the middle-east???
After Iran launched a large-scale missile attack on Israel - all eyes are on Isreal for a possible retaliation. 

In this episode of Deshbhakt, we explore the history of Iran-Israel conflict and causes for recent escalations. When will sense come back to the middle-east?? 

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Thumbnail : Ritam
Editor : Ritam and Mehul
Associate Producer : Hrutik, Akshit

#israelirantensions #iranisraelwar #middleeast"
Who Poisoned Tirupati Laddus & Mind of Hindus? | SC Orders Probe | Akash Banerjee & Adwaith,T1FLqlQd37c,2024-09-30T16:48:19Z,1108129,41771,5507,https://i.ytimg.com/vi/T1FLqlQd37c/default.jpg,1254,#video,"The Tirupati Laddu issue has been deeply upsetting for Hindus all over the country - the news of animal fat being used in the famous prasadam - shocked so many. However now the Supreme Court has intervened in the matter and came down heavy on CM Naidu - the man who had made these shocking allegations in the first place.

What is the real story of the Tirupati Laddus? Was 'Animal Fat' fed to Hindus? Why the Supreme Court should probe the IT Cell for trying to divide India and incite riots.... all in today's episode. 

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Writer : Adwaith
Thumbnail : Ritam
Editor : Ritam and Mehul
Associate Producer : Hrutik, Akshit

#tirupati #laddu #chandrababu"
Hezbollah Chief Nasrallah Dead | Now A Full-blown Iran - Israel War? | Akash Banerjee,rGpYoVsCTdg,2024-09-28T18:14:59Z,1841127,44933,9431,https://i.ytimg.com/vi/rGpYoVsCTdg/default.jpg,1491,#video,"Lebanon based - Hezbollah Chief Nasrallah - was eliminated in an airstrike by the Israeli Defence Forces....Last week it was about exploding pagers - this week it's about the Middle-East potentially exploding. 

The war between Israel and Lebanon has taken an ugly turn, triggering perhaps a brutal regional conflict. In this episode - we explore the ongoing Israel-Lebanon conflict and how it began. Who are the Hezbollah & after Nasrallah’s death.... what’s next for Hezbollah? 
Will Lebanon become the next Gaza? And will the world remain a mute spectator to Israel's actions?

🇮🇳 SUBSCRIBE FOR MORE VIDEOS 🇮🇳  - https://www.youtube.com/thedeshbhakt ▶️ 

⛔️  BECOME AN ANNUAL DESHBHAKT MEMBER - https://www.patreon.com/thedeshbhakt ⛔️ 
Unlock MEMBER ONLY: 1) Chats 2) Discord Server 3) Special Episodes 
OR
Join this channel on You Tube to get access to perks:
https://www.youtube.com/channel/UCmTM_hPCeckqN3cPWtYZZcg/join

👕 DESHBHAKT MERCH - India's First Line of Socially & Politically aware tees 👕
https://kadakmerch.com/collections/thedeshbhakt

📧 BUSINESS ENQUIRIES - contact (at) thedeshbhakt (dot) in 📧 

*** SUBSCRIBE / FOLLOW US ***  
YouTube: - https://youtube.com/thedeshbhakt
Twitter :- https://twitter.com/thedeshbhakt
Instagram :- https://instagram.com/akashbanerjee.in
Facebook :- https://www.facebook.com/akashbanerjee.in

Credits :
Writer : Akash
Thumbnail : Ritam
Editor : Ritam and Mehul
Associate Producer : Hrutik, Akshit

#hezbollah #israel #iranisraelwar"
